Grade,Customer,Part_aplication,Qty-Product,Injection(Ton),Resin_plastic,Texture-Product,Cavity.Material,Core.Material,Slide-System,Lift-Core-System,Mold-Design.Type,HOT-RUNNER,Mold/Base_Order-Company,Weight(KG),Price-Rp,Status
3,EPSON,Printer,2,150 ,ABS,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,GAYA,286,240800000,Murah
3,YAMAHA,Piano,1,180 ,PS 438 4K-X4190TB,YES,NAK80,PX5,YES,NO,2P SIDE GATE,NOTYET,BUMHAN(KOREA),752,173600000,Mahal
3,VST,MotorCycle,4,160 ,PP,NO,NAK80,NAK80,YES,NO,2P SIDE GATE,NOTYET,BUMHAN(KOREA),710,271600000,Murah
3,EPSON,Printer,2,150 ,POM,NO,SKD61,SKD61,YES,NO,3P PIN GATE,NOTYET,GAYA,519,218400000,Murah
3,MITACHI,Car,1,350 ,PC,NO,STAVAX,STAVAX,YES,NO,3P PIN GATE,NOTYET,BUMHAN(KOREA),836,420000000,Mahal
2,EPSON,Printer,2,30 ,POM,NO,NAK80,NAK81,NO,NO,2P,NOTYET,GAYA,45,84000000,Murah
5,TKI,MotorCycle,2,180 ,PA66,NO,SKD61,SKD61,NO,NO,"3P
PIN",NOTYET,KISIN,548,966000000,Mahal
5,TKI,MotorCycle,2,180 ,PA66,NO,SKD61,SKD61,NO,NO,"3P
PIN",NOTYET,KISIN,548,921200000,Mahal
5,TKI,MotorCycle,2,180 ,PA66,NO,SKD61,SKD61,NO,NO,"3P
PIN",NOTYET,KISIN,248,921200000,Mahal
5,TKI,MotorCycle,2,180 ,PA66,NO,SKD61,SKD61,NO,NO,"3P
PIN",NOTYET,KISIN,548,921200000,Mahal
2,EPSON,Printer,1,80 ,ABS,NO,NAK80,HP4M,NO,NO,"3P
PIN",NOTYET,GAYA,200,126000000,Murah
3,SEKISUI TECHNO,MotorCycle,2,350 ,PP-TN1 BLACK,YES,HP4M,HP4M,NO,NO,2P SIDE GATE,NOTYET,BUMHAN(KOREA),1070,334600000,Murah
3,YEMI,Speaker,1,350 ,PS,NO,NAK80,HP4M,NO,NO,"3P
PIN",NOTYET,BUMHAN(KOREA),950,343000000,Murah
3,YEMI,Speaker,1,100 ,PS BLACK,NO,NAK80,HP4M,YES,NO,"3P
PIN",NOTYET,GAYA,410,298200000,Mahal
2,YEMI,Speaker,1,100 ,PS BLACK,NO,NAK80,HP4M,NO,NO,2P SIDE GATE,NOTYET,GAYA,300,222600000,Mahal
2,YEMI,Speaker,1,50 ,POM-BLACK ,NO,NAK80,HP4M,YES,NO,"3P
PIN",NOTYET,GAYA,205,137200000,Mahal
2,HONORIS,Piano,2,100 ,ABS,NO,NAK80,HP4M,NO,NO,2P SIDE GATE,NOTYET,GAYA,285,176036000,Murah
3,IKPI,Watermeter,8,50 ,PC,NO,SKD61,SKD61,NO,NO,"3P
PIN",NOTYET,GAYA,97,187880000,Murah
3,IKPI,Watermeter,4,75 ,NORYL,NO,SKD61,SKD61,NO,NO,"3P
PIN",NOTYET,GAYA,82,145880000,Murah
1,MINDA,MotorCycle,2,50 ,PP,NO,NAK80,HP4M,NO,NO,2P SUBMARINE,NOTYET,GAYA,64,123480000,Murah
3,EPSON,Printer,1,120 ,ABS,NO,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,GAYA,245,173600000,Mahal
2,EPSON,Printer,2,180 ,ABS,NO,NAK80,HP4M,NO,NO,2P SIDE GATE,NOTYET,BUMHAN(KOREA),520,282800000,Murah
3,EPSON,Printer,2,180 ,ABS,NO,NAK80,HP4M,NO,NO,2P SIDE GATE,NOTYET,BUMHAN(KOREA),862,364000000,Mahal
3,EPSON,Printer,1,180 ,ABS,NO,NAK80,HP4M,YES,NO,2P SIDE GATE,NOTYET,BUMHAN(KOREA),574,345800000,Mahal
3,EPSON,Printer,1,120 ,ABS,NO,NAK80,HP4M,NO,NO,2P SIDE GATE,NOTYET,BUMHAN(KOREA),310,182000000,Mahal
3,EPSON,Printer,2,30 ,ABS,NO,NAK80,HP4M,NO,NO,2P SUBMARINE,NOTYET,GAYA,60,121800000,Murah
3,EPSON,Printer,1,350 ,ABS,NO,NAK80,HP4M,YES,NO,2P SIDE GATE,NOTYET,BUMHAN(KOREA),512,312200000,Murah
3,EPSON,Printer,2,120 ,ABS,NO,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,BUMHAN(KOREA),580,317800000,Mahal
3,EPSON,Printer,1,50 ,ABS,NO,NAK80,HP4M,YES,NO,2P SIDE GATE,NOTYET,GAYA,240,203000000,Mahal
2,EPSON,Printer,2,80 ,POM,NO,SKD61,SKD61,NO,NO,2P SIDE GATE,NOTYET,GAYA,250,224000000,Murah
3,EPSON,Printer,2,80 ,POM,NO,SKD61,SKD61,YES,NO,2P SIDE GATE,NOTYET,GAYA,315,249200000,Mahal
3,EPSON,Printer,2,180 ,ABS,NO,NAK80,HP4M,NO,NO,2P SIDE GATE,NOTYET,BUMHAN(KOREA),650,330400000,Murah
3,EPSON,Printer,1,180 ,ABS,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,BUMHAN(KOREA),600,337400000,Mahal
3,EPSON,Printer,1,180 ,ABS,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,BUMHAN(KOREA),604,359800000,Mahal
3,EPSON,Printer,1,180 ,ABS,NO,NAK80,HP4M,YES,YES,2P SIDE GATE,NOTYET,BUMHAN(KOREA),530,322000000,Mahal
3,EPSON,Printer,1,350 ,ABS,YES,NAK80,HP4M,YES,YES,2P SIDE GATE,NOTYET,BUMHAN(KOREA),790,436800000,Mahal
3,EPSON,Printer,1,350 ,ABS,YES,NAK80,HP4M,YES,NO,2P SIDE GATE,NOTYET,BUMHAN(KOREA),1356,487200000,Mahal
3,EPSON,Printer,1,350 ,PSHI,NO,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,BUMHAN(KOREA),662,400400000,Mahal
3,EPSON,Printer,2,180 ,PSHI,YES,NAK80,HP4M,YES,YES,2P SIDE GATE,NOTYET,BUMHAN(KOREA),735,404600000,Murah
3,EPSON,Printer,2,180 ,PSHI,YES,NAK80,HP4M,YES,YES,2P SIDE GATE,NOTYET,BUMHAN(KOREA),728,385000000,Murah
4,YAMAHA,Piano,1,650 ,PS 438 4K-X4190TB BL & WH,YES,NAK80,PX5,NO,NO,FAN (H/R),NOTYET,BUMHAN(KOREA),1894,681800000,Murah
3,TENMA,Speaker,2,450 ,PS 438 4K-X4190TB,NO,NAK80,PX5 / HP4M,NO,NO,2P SIDE GATE,NOTYET,BUMHAN(KOREA),1162,512400000,Murah
4,EMSONIC,Speaker,1,650 ,ABS HF380,NO,NAK80,HP4M,YES,YES," 2P
SIDE",NOTYET,BUMHAN(KOREA),2386,632800000,Murah
4,EMSONIC,Speaker,1,650 ,ABS HF380,NO,NAK80,HP4M,YES,YES," 2P
SIDE",NOTYET,BUMHAN(KOREA),1888,606200000,Murah
3,EMSONIC,Speaker,2,150 ,ABS HF380,NO,NAK80,HP4M,YES,YES,2P THUNNEL GATE,NOTYET,GAYA,285,170800000,Murah
2,EMSONIC,Speaker,2,150 ,"PC (Smoke Clear)
High Glossy",NO,CENA-1,CENA-1,YES,NO,2P SIDE GATE,NOTYET,GAYA,116,82600000,Murah
2,EMSONIC,Speaker,2,220 ,ABS HF380,NO,HP4M,HP4M,NO,NO,2P THUNNEL,NOTYET,GAYA,280,96600000,Murah
2,EMSONIC,Speaker,4,120 ,ABS HF380,NO,CENA-1,HP4M,NO,NO,"3P
PIN",NOTYET,GAYA,160,106400000,Murah
2,EMSONIC,Speaker,2,120 ,ABS HF380,NO,CENA-1,HP4M,NO,NO,"3P
PIN",NOTYET,GAYA,188,96600000,Murah
3,EMSONIC,Speaker,2,120 ,ABS HF380,YES,NI(HP4M),HP4M,YES,NO,2P THUNNEL,NOTYET,GAYA,342,186200000,Mahal
2,EMSONIC,Speaker,4,80 ,"PC (Smoke Clear)
High Glossy",NO,NAK80,NAK80,NO,NO,2P SIDE GATE,NOTYET,GAYA,60,109200000,Murah
2,EMSONIC,Speaker,2,250 ,ABS HF380,NO,HP4M,HP4M,NO,NO,2P THUNNEL,NOTYET,BUMHAN(KOREA),996,228200000,Murah
4,EMSONIC,Speaker,1,250 ,ABS HF380,YES,NAK80,HP4M,NO,NO," 2P
SIDE",NOTYET,BUMHAN(KOREA),1120,260400000,Murah
2,EMSONIC,Speaker,2,150 ,ABS HF380,NO,HP4M,HP4M,NO,NO,2P SIDE GATE,NOTYET,GAYA,170,102200000,Murah
3,LGEIN,TV-Monitor,1,650 ,ABS,YES,HP4M,HP4,YES,YES,2P-H/R,HOTPLUS,BUMHAN(KOREA),5282,995400000,Mahal
4,LGEIN,TV-Monitor,1,650 ,HIPS,YES,HP4M,HP4,YES,YES,2P-H/R,HOTPLUS,BUMHAN(KOREA),6450,1148000000,Mahal
3,LGEIN,TV-Monitor,1,650 ,ABS,YES,HP4M,HP4,YES,YES,2P-H/R,HOTPLUS,PJM,4560,837200000,Mahal
4,LGEIN,TV-Monitor,1,650 ,HIPS,YES,HP4M,HP4,YES,YES,2P-H/R,HOTPLUS,BUMHAN(KOREA),3630,938000000,Mahal
3,HONORIS,Piano,1,100 ,ABS,YES,NAK80,HP4M,NO,NO,"3P
PIN",NOTYET,GAYA,252,149058000,Mahal
3,HONORIS,Piano,1,100 ,ABS ,YES,NAK80,HP4M,NO,NO,"3P
PIN",NOTYET,GAYA,242,161840000,Mahal
4,ICHIKOH ,Car,2,350 ,BMC1,NO,SKD61,HPM7,YES,NO,2P SIDE GATE,NOTYET,BUMHAN(KOREA),2344,1257858000,Mahal
4,ICHIKOH ,Car,2,350 ,BMC1,NO,SKD61,HPM7,YES,YES,2P SIDE GATE,NOTYET,BUMHAN(KOREA),2344,1257858000,Mahal
2,AUTOPLASTIK,Car,1,350 ,HPPIM1,YES,P20,S55C,NO,YES,2-P H/R,YUDO,BUMHAN(KOREA),1376,407400000,Mahal
4,IKPI,Watermeter,2,100 ,PA66,YES,SKD61,SKD61,YES,NO,"3P
PIN",NOTYET,GAYA,248,264600000,Mahal
4,IKPI,Watermeter,2,100 ,PA66,YES,SKD61,SKD61,YES,NO,"3P
PIN",NOTYET,GAYA,248,264600000,Mahal
3,SEKISUI TECHNO,Car,2,130 ,pp,YES,HP4M,HP4M,YES,YES,2P SIDE GATE,NOTYET,BUMHAN(KOREA),312,166460000,Mahal
3,SEKISUI TECHNO,Car,2,350 ,pp,YES,HP4M,HP4M,YES,YES,2P SIDE GATE,NOTYET,BUMHAN(KOREA),920,379358000,Murah
2,AUTOPLASTIK,Car,2,80 ,PP,NO,S55C,S55C,YES,YES,2P,NOTYET,GAYA,364,176400000,Murah
3,SEKISUI TECHNO ,Car,2,250 ,PP,NO,HP4M,HP4M ,NO,NO,2P SIDE GATE,NOTYET,BUMHAN(KOREA),820,279300000,Murah
3,EMSONIC,Speaker,1,350 ,ABS,YES,CENA-1,HP4M,YES,YES,"2P
H/R",HOTPLUS,BUMHAN(KOREA),2024,553000000,Mahal
3,GSI,Watermeter,4,150 ,PC,NO,STAVAX,STAVAX,NO,NO,"2P
SIDE",NOTYET,GAYA,244,287000000,Mahal
3,EPSON,Printer,1,120 ,ABS,YES,NAK80,HP4M,YES,YES,2P SIDE GATE,NOTYET,GAYA,444,266000000,Mahal
3,EPSON,Printer,1,120 ,ABS,YES,NAK80,HP4M,YES,YES,2P SIDE GATE,NOTYET,GAYA,444,266000000,Mahal
3,EPSON,Printer,1,350 ,HIPS,NO,NAK80,HP4M,YES,YES,2P SIDE GATE,NOTYET,GAYA,552,354200000,Mahal
3,EPSON,Printer,1,80 ,ABS,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,GAYA,188,207200000,Mahal
2,EPSON,Printer,1,180 ,ABS,YES,NAK80,HP4M,YES,YES,3P PIN GATE,NOTYET,GAYA,436,257600000,Mahal
2,EPSON,Printer,2,120 ,HIPS,YES,NAK80,HP4M,YES,NO,2P SIDE GATE,NOTYET,GAYA,174,194600000,Murah
3,EPSON,Printer,1,180 ,ABS,YES,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,GAYA,404,275800000,Mahal
3,EPSON,Printer,2,50 ,POM,NO,SKD61,SKD61,YES,NO,2P SIDE GATE,NOTYET,GAYA,188,196000000,Mahal
3,EPSON,Printer,2,50 ,POM,NO,SKD61,SKD61,YES,NO,2P SIDE GATE,NOTYET,GAYA,188,196000000,Mahal
4,EPSON,Printer,1,350 ,HIPS,NO,NAK80,HP4M,YES,YES,3P PIN GATE,NOTYET,GAYA,1734,684600000,Mahal
3,EPSON,Printer,1,120 ,HIPS,NO,NAK80,HP4M,NO,YES,2P SIDE GATE,NOTYET,GAYA,308,275800000,Mahal
1,EPSON,Printer,2,30 ,ABS,NO,NAK80,HP4M,NO,NO,2P SUBMARINE,NOTYET,GAYA,108,105000000,Murah
2,EPSON,Printer,1,80 ,HIPS,NO,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,GAYA,308,208600000,Mahal
3,EPSON,Printer,1,350 ,HIPS,NO,NAK80,HP4M,YES,YES,3P PIN GATE,NOTYET,GAYA,882,553000000,Mahal
3,EPSON,Printer,2,80 ,POM,NO,SKD61,SKD61,YES,NO,2P SIDE GATE,NOTYET,GAYA,218,221200000,Murah
3,EPSON,Printer,2,80 ,POM,NO,SKD61,SKD61,YES,NO,2P SIDE GATE,NOTYET,GAYA,218,221200000,Murah
3,EPSON,Printer,1,80 ,HIPS,NO,NAK80,HP4M,NO,NO,2P SIDE GATE,NOTYET,GAYA,316,196000000,Mahal
2,EPSON,Printer,2,80 ,HIPS,NO,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,GAYA,350,308000000,Mahal
3,EPSON,Printer,1,180 ,ABS,YES,NAK80,NAK80,NO,NO,3P PIN GATE,NOTYET,GAYA,396,236600000,Mahal
3,EPSON,Printer,1,180 ,ABS,YES,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,GAYA,678,344400000,Mahal
4,LGEIN,TV-Monitor,4,850 ,PC+ABS GF20,YES,CENA-G,HP4,YES,NO,2P-H/R,NOTYET,BUMHAN(KOREA),3206,837200000,Murah
3,POLYMATECH,Car,4,130 ,ABS,YES,NAK80,NAK80,YES,NO,2P BANANA,NOTYET,BUMHAN(KOREA),396,246358000,Murah
3,POLYMATECH,Car,4,130 ,ABS,YES,NAK80,NAK80,YES,NO,2P THUNNEL,NOTYET,BUMHAN(KOREA),598,383222000,Mahal
3,ICHIKOH,Car,2,220,ABS-2A,NO,HP4M-HH,HP4M,YES,NO,H/R VALVE ,YUDO,BUMHAN(KOREA),1118,499800000,Mahal
4,ICHIKOH,Car,2,550,PC-ABS ,NO,HP4M,HP4M,YES,YES,H/R VALVE ,YUDO,BUMHAN(KOREA),2806,962570000,Mahal
4,ICHIKOH,Car,2,550,PC-ABS ,NO,HP4M,HP4M,YES,NO,H/R VALVE ,YUDO,BUMHAN(KOREA),2798,962570000,Mahal
3,ICHIKOH,Car,4,350,ABS-2A,NO,HP4M,HP4M,NO,NO,H/R VALVE ,YUDO,BUMHAN(KOREA),988,495488000,Mahal
5,TKI,MotorCycle,2,180,PA66,NO,SKD61,SKD61,NO,NO,"3P
PIN",NOTYET,GAYA,710,921200000,Mahal
3,SEKISUI POLYMATECH,Piano,8,50,PC,NO,NAK80,HP4M,NO,NO,2P SUBMARINE,NOTYET,GAYA,128,374654000,Mahal
3,HOCK JAYA,Refrigerator,1,350,GPPS ,NO,HP4M,HP4M ,NO,NO,"2P
H/R",YUDO,BUMHAN(KOREA),1426,434784000,Mahal
3,HOCK JAYA,Refrigerator,1,450,PP,NO,HP4M,HP4M ,YES,YES,"3P
PIN",NOTYET,GAYA,2502,491722000,Murah
3,VST,MotorCycle,4,160,PP,NO,NAK80,NAK80,YES,NO,2P THUNNEL ,NOTYET,GAYA,710,255556000,Murah
3,SEKISUI TECHNO,Car,2,350,HPP-1,NO,HP4M,HP4M,YES,YES,2P SIDE GATE,NOTYET,BUMHAN(KOREA),1700,587552000,Mahal
3,SEKISUI TECHNO,Car,2,130,HPP-1,NO,HP4M,HP4M,NO,YES,2P SIDE GATE,NOTYET,BUMHAN(KOREA),490,261226000,Murah
3,SEKISUI TECHNO,Car,2,220,HPP-1,YES,HP4M,HP4M,YES,NO,2P SIDE GATE,NOTYET,BUMHAN(KOREA),1602,252000000,Murah
3,SEKISUI TECHNO,Car,2,160,HPP-2,YES,HP4M,HP4M,YES,YES,2P SIDE GATE,NOTYET,SURYAMAS,920,180306000,Murah
2,SEKISUI TECHNO,Car,2,80,HPP-1,NO,HP4M,HP4M,YES,YES,2P SIDE GATE,NOTYET,GAYA,384,154000000,Murah
4,SEKISUI TECHNO,Car,2,650,HPP-1,NO,HP4M,HP4M,YES,YES,2P SIDE GATE,NOTYET,BUMHAN(KOREA),4025,1012200000,Mahal
4,NISSHO,Car,4,170,PP/PE,NO,NAK80,NAK80,YES,NO,2P SUBMARINE,NOTYET,GAYA,928,334600000,Murah
4,NISSHO,Car,4,170,PP/PE,NO,NAK80,NAK80,YES,NO,2P SUBMARINE,NOTYET,GAYA,906,335426000,Murah
3,NISSHO,Car,4,50,PP/PE,NO,NAK80,NAK80,NO,NO,3P PIN GATE,NOTYET,GAYA,130,108640000,Murah
3,NISSHO,Car,4,50,PP/PE,NO,NAK80,NAK80,YES,NO,2P SUBMARINE,NOTYET,GAYA,230,234934000,Mahal
3,NISSHO,Car,2,250,POM,YES,SKD61,SKD61,NO,YES,2P SUBMARINE,NOTYET,GAYA,990,407400000,Mahal
3,OPSINDO,Car,2,80,ABS,NO,NAK80,HP4M,NO,YES,2P-THUNNEL,NOTYET,GAYA,176,157752000,Mahal
3,OPSINDO,Car,2,80,ABS,NO,NAK80,HP4M,NO,NO,2P-THUNNEL,NOTYET,GAYA,130,167608000,Mahal
5,ICHIKOH,Car,2,450,PMMA,NO,NAK80,NAK80,YES,NO,H/R VALVE ,YUDO,BUMHAN(KOREA),2060,1213856000,Mahal
3,EPSON,Printer,1,350,HIPS,NO,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,GAYA,1064,491400000,Murah
3,EPSON,Printer,1,350,HIPS,NO,NAK80,HP4M,YES,YES,3P PIN GATE,NOTYET,GAYA,880,551600000,Mahal
3,EPSON,Printer,1,350,HIPS,NO,NAK80,HP4M,YES,YES,3P PIN GATE,NOTYET,GAYA,1148,630000000,Mahal
3,GSI,Watermeter,4,100,PC ,NO,SKD61,SKD61,NO,NO,"3P
PIN",NOTYET,GAYA,244,260400000,Murah
3,GSI,Watermeter,4,50,POM,NO,STAVAX,STAVAX,NO,NO,2P SUBMARINE,NOTYET,GAYA,40,279678000,Mahal
4,IKPI,Car,2,75,PP,NO,SKD61,SKD61,YES,NO,2P SIDE GATE,NOTYET,GAYA,374,215600000,Mahal
2,SEKISUI POLYMATECH,Piano,4,100,PC ,NO,NAK80,HP4M ,NO,NO,"3P
PIN",NOTYET,GAYA,114,126000000,Murah
2,SEKISUI POLYMATECH,Piano,4,100,PC ,NO,NAK80,HP4M ,NO,NO,"3P
PIN",NOTYET,GAYA,156,147000000,Murah
2,NISSHO,Car,2,80,POM,NO,NAK80,NAK80,NO,NO,"3P
PIN",NOTYET,BUMHAN(KOREA),764,270200000,Mahal
2,NISSHO,Car,2,100,PP,NO,HP4M,HP4M,NO,NO,2P SIDE GATE,NOTYET,GAYA,520,292544000,Mahal
4,LGEIN,TV-Monitor,1,850,HIPS,NO,HP4M,HP4M,YES,NO,2P-H/R,YUDO,BUMHAN(KOREA),6142,994000000,Mahal
3,RPT,Car,2,80,ABS,NO,NAK80,HP4M,YES,YES,2P SLIDER GATE,NOTYET,GAYA,216,165200000,Mahal
3,RPT,Car,2,80,ABS,NO,NAK80,HP4M,YES,YES,2P SLIDER GATE,NOTYET,GAYA,216,163338000,Mahal
3,RPT,Car,2,80,ABS,NO,NAK80,HP4M,YES,YES,2P SLIDER GATE,NOTYET,GAYA,216,163338000,Mahal
3,RPT,Car,2,80,ABS,NO,NAK80,HP4M,YES,NO,2P SLIDER GATE,NOTYET,GAYA,230,140000000,Mahal
3,RPT,Car,2,80,ABS,NO,NAK80,HP4M,YES,NO,2P SLIDER GATE,NOTYET,GAYA,230,116200000,Murah
3,DENSO,Car,1,300,PP-TD20,NO,HP4M,HP4M,YES,NO,2P THUNNEL ,NOTYET,GAYA,1178,516600000,Mahal
2,DENSO,Car,1,150,PP-TD20,NO,HP4M,HP4M,NO,NO,"3P
PIN",NOTYET,GAYA,400,218400000,Mahal
2,DENSO,Car,1,100,PP-TD20,NO,HP4M,HP4M,NO,NO,"3P
PIN",NOTYET,GAYA,300,177800000,Mahal
2,INOAC,Car,1,100,PP,YES,NAK80,NAK80,YES,NO,2P THUNNEL ,NOTYET,GAYA,344,147000000,Murah
2,IKPI,Printer,4,30,PA66,NO,SKD61,SKD61,NO,NO,2P SUBMARINE,NOTYET,GAYA,54,84000000,Murah
2,IKPI,WaterMeter,4,100,PS,NO,SKD61,SKD61,NO,NO,"3P
PIN",NOTYET,GAYA,314,247800000,Mahal
4,EDC,MotorCycle,1,450,AES,NO,NAK80,HP4M,NO,NO,2P HR,YUDO-INDONESIA,GAYA,546,362600000,Murah
3,EDC,MotorCycle,2,110,PMMA,NO,STAVAX,STAVAX,NO,NO,2P SIDE GATE,NOTYET,GAYA,302,320600000,Mahal
4,TENMA,Car,1,650,PP TD20,NO,HP4M,HP4M ,YES,YES,H/R VALVE ,YUDO,BUMHAN(KOREA),2968,702800000,Mahal
4,TENMA,Car,1,450,PP TD20,NO,HP4M ,HP4M ,YES,NO,H/R VALVE ,YUDO,BUMHAN(KOREA),2396,736400000,Mahal
3,AUTOPLASTIK,Car,2,160,HPP-EX3,NO,P20,S50C,NO,YES,2P SIDE GATE,NOTYET,SURYAMAS,826,295778000,Mahal
3,AUTOPLASTIK,Car,1,80,HPP-IN2,NO,P20,S55C,YES,NO,2P SIDE GATE,NOTYET,GAYA,562,266000000,Mahal
2,AUTOPLASTIK,Car,2,250,ASA,YES,HP4M,HP4M,YES,YES,2P H/R OPEN,YUDO,SURYAMAS,786,319200000,Mahal
3,AUTOPLASTIK,Car,2,160,HPP-IN2,YES,P20,S55C,YES,YES,2P SUBMARINE,NOTYET,SURYAMAS,560,324800000,Mahal
2,AUTOPLASTIK,Car,2,60,HPP-IN2,YES,P20,S55C,YES,YES,2P SUBMARINE,NOTYET,GAYA,182,196000000,Mahal
3,AUTOPLASTIK,Car,1,600,HPP-IN1,YES,P20,S55C,YES,YES,2P H/R VALVE,YUDO,BUMHAN(KOREA),5806,656600000,Mahal
3,AUTOPLASTIK,Car,2,450,HPP-IN1,YES,P20,S55C,NO,YES,2P SIDE GATE,NOTYET,BUMHAN(KOREA),956,522536000,Murah
3,TRC,Car,1,50,POM,NO,SKD61,SKD61,YES,YES,"3P
PIN",NOTYET,GAYA,210,259000000,Mahal
3,TRC,Car,2,50,POM,NO,SKD61,SKD61,YES,NO,"3P
PIN",NOTYET,GAYA,280,242200000,Mahal
2,SEKISUI POLYMATECH,Car,4,80,ABS,NO,NAK80,NAK80,NO,YES,2P BANANA GATE,NOTYET,GAYA,364,364000000,Mahal
4,EPSON,Printer,1,650,HIPS,NO,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,BUMHAN(KOREA),3876,907200000,Mahal
3,EPSON,Printer,1,550,HIPS,NO,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,BUMHAN(KOREA),1459,630000000,Mahal
3,EPSON,Printer,1,450,ABS,NO,NAK80,HP4M,YES,NO,2P SIDE GATE,NOTYET,BUMHAN(KOREA),1234,532000000,Mahal
3,EPSON,Printer,1,550,ABS,NO,NAK80,HP4M,YES,YES,2P SIDE GATE,NOTYET,BUMHAN(KOREA),2374,742000000,Mahal
5,EPSON,Printer,1,450,ABS,NO,NAK80,HP4M,YES,YES,2P SIDE GATE,NOTYET,BUMHAN(KOREA),1882,672000000,Mahal
1,LGEIN (NEO),TV-Monitor,8,100,PC (SR1000U)/??,NO,CENA-G,CENA-G,YES,NO,2P SIDE TUNNEL,NOTYET,GAYA,172,135100000,Murah
1,LGEIN (NEO),TV-Monitor,8,100,PC (SR1000U)/??,NO,CENA-G,CENA-G,YES,NO,2P SIDE TUNNEL,NOTYET,GAYA,172,134400000,Murah
1,LGEIN (NEO),TV-Monitor,8,100,PC (SR1000U)/??,NO,CENA-G,CENA-G,YES,NO,2P SIDE TUNNEL,NOTYET,GAYA,172,134400000,Murah
1,LGEIN (NEO),TV-Monitor,8,100,ABS,NO,NAK80,HP4M,NO,NO,2P SIDE TUNNEL,NOTYET,GAYA,200,112000000,Murah
5,YUJU (DENSO),Car,1,850,PP TD-20,NO,HP4M,HP4M,YES,NO,2P H/R VALVE,YUDO,BUMHAN(KOREA),5652,1162000000,Mahal
5,YUJU (DENSO),Car,1,850,ABS,NO,HP4M,HP4M,NO,NO,2P H/R VALVE,YUDO,BUMHAN(KOREA),6284,1092000000,Mahal
3,NISSHO,Car,1,140,PP,YES,HP4M,HP4M,NO,YES,2P SIDE GATE,NOTYET,GAYA,616,305200000,Mahal
3,NISSHO,Car,1,140,PP,YES,HP4M,HP4M,YES,YES,2P SIDE GATE,NOTYET,GAYA,300,258608000,Mahal
3,NISSHO,Car,2,140,PP,YES,HP4M,HP4M,YES,YES,2P SIDE GATE,NOTYET,GAYA,602,275800000,Murah
2,IKPI,WaterMeter,4,75,PP,NO,SKD61,SKD61,NO,NO,"3P
PIN",NOTYET,GAYA,190,176400000,Mahal
3,IKPI,Car,4,75,PC-ABS ,YES,NAK80,NAK80,YES,NO,3P PIN GATE,NOTYET,GAYA,274,343000000,Mahal
2,AUTOPLASTIK,Car,4,80,PA97,NO,S55C,S55C,YES,NO,2P SUBMARINE,NOTYET,SURYAMAS,292,226800000,Mahal
2,AUTOPLASTIK,Car,4,80,PP,NO,S55C,S55C,NO,NO,2P SUBMARINE,NOTYET,GAYA,112,182000000,Mahal
2,AUTOPLASTIK,Car,2,80,PA6,NO,NAK80,HP4M,NO,NO,2P BANANA GATE,NOTYET,GAYA,190,120400000,Murah
3,EPSON,Printer,1,50,HIPS,NO,NAK80,HP4M,YES,NO,3P PIN POINT GATE,NOTYET,GAYA,184,112000000,Murah
3,EPSON,Printer,1,30,HIPS,NO,NAK80,HP4M,NO,NO,3P PIN POINT GATE,NOTYET,GAYA,160,120400000,Murah
3,EPSON,Printer,1,260,ABS,NO,NAK80,HP4M,YES,YES,2P SIDE GATE,NOTYET,SURYAMAS,636,359800000,Mahal
5,LGEIN,TV-Monitor,2,850,PC+ABS GF20,YES,CENA-G,CENA-G,YES,NO,HR/ VALVE 2P,YUDO,BUMHAN(KOREA),4064,1170400000,Mahal
4,EPSON,Printer,2,650,HIPS,NO,NAK80,HP4M,YES,YES,2P SIDE GATE,NOTYET,BUMHAN(KOREA),2532,977200000,Mahal
3,GSI,Watermeter,2,100,PPE-GF30,NO,STAVAX,STAVAX,YES,NO,"3P
PIN",NOTYET,GAYA,350,373800000,Mahal
3,GSI,Watermeter,2,100,PPE-GF30,NO,STAVAX,STAVAX,YES,NO,"3P
PIN",NOTYET,GAYA,350,386400000,Mahal
5,ICHIKOH,Car,2,850,PMMA-3A,NO,2738,2738,YES,NO,HR,YUDO,BUMHAN(KOREA),6791,1941800000,Mahal
3,AUTOPLASTIK,Car,2,600,PP,NO,S55C,S55C,NO,NO,2P H/R OPEN,YUDO,BUMHAN(KOREA),2634,606200000,Mahal
3,AUTOPLASTIK,Car,2,600,PP,NO,S55C,S55C,NO,NO,2P H/R OPEN,YUDO,BUMHAN(KOREA),1240,502600000,Mahal
